experiment_name, evaluation_name, evaluation_function, measured_value, experiment_result, system_timestamp
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            10.000928073938999,            False,            50.80000000000018
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            10.000853183565146,            False,            51.000000000000185
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            10.000779386704906,            False,            51.20000000000019
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            10.000706983405616,            False,            51.40000000000019
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            10.000636302555451,            False,            51.60000000000019
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            10.000567633235308,            False,            51.800000000000196
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            10.000501183328263,            False,            52.0000000000002
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            10.000437151136765,            False,            52.2000000000002
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            10.000375686695781,            False,            52.400000000000205
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            10.000316966437968,            False,            52.60000000000021
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            10.000261118479921,            False,            52.80000000000021
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            10.000208217120054,            False,            53.00000000000021
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            10.000158324407113,            False,            53.200000000000216
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            10.000111490404686,            False,            53.40000000000022
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            10.000067747047453,            False,            53.60000000000022
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            10.00002707269914,            False,            53.800000000000225
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            9.999989469567701,            False,            54.00000000000023
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            9.999954927951958,            False,            54.20000000000023
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            9.999923384588925,            False,            54.40000000000023
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            9.999894758623322,            False,            54.600000000000236
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            9.999868990253205,            False,            54.80000000000024
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            9.999846004990134,            False,            55.00000000000024
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            9.99982571667872,            False,            55.200000000000244
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            9.999808024555584,            False,            55.40000000000025
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            9.999792849034726,            False,            55.60000000000025
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            9.999780063088316,            False,            55.80000000000025
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            9.99976952830039,            False,            56.000000000000256
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            9.999761166146039,            False,            56.20000000000026
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            9.999754850711637,            False,            56.40000000000026
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            9.999750405923061,            False,            56.600000000000264
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            9.99974771881164,            False,            56.80000000000027
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            9.99974670643124,            False,            57.00000000000027
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            9.999747238517442,            False,            57.20000000000027
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            9.999749176292886,            False,            57.400000000000276
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            9.999752372489455,            False,            57.60000000000028
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            9.999756707114313,            False,            57.80000000000028
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            9.999762093258381,            False,            58.000000000000284
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            9.999768402596693,            False,            58.20000000000029
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            9.99977549834169,            False,            58.40000000000029
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            9.99978331257712,            False,            58.60000000000029
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            9.999791738832311,            False,            58.800000000000296
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            9.999800668112487,            False,            59.0000000000003
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            9.99981002143287,            False,            59.2000000000003
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            9.999819717146051,            False,            59.400000000000304
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            9.999829673801251,            False,            59.60000000000031
Water Level Control,            eval_1,            WaterTankSystem.PV_WaterLevel_out > 11.0,            9.999839807288136,            False,            59.80000000000031
